Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      3.19     0.00    60892     0.00     0.00  boost::optional_detail::aligned_storage<CGAL::SM_Halfedge_index>::address()
  0.00      3.19     0.00    60892     0.00     0.00  CGAL::Halfedge_around_target_iterator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::operator*() const
  0.00      3.19     0.00    60892     0.00     0.00  CGAL::Halfedge_around_target_iterator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >& std::forward<CGAL::Halfedge_around_target_iterator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >&>(std::remove_reference<CGAL::Halfedge_around_target_iterator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >&>::type&)
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Edge_index>::push_back()
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_edge()
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::SM_Edge_index::SM_Edge_index(CGAL::SM_Halfedge_index)
  0.00      3.19     0.00    59705     0.00     0.00  boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::edge_descriptor CGAL::Euler::add_edge<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >(boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::vertex_descriptor, boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::vertex_descriptor, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >&)
  0.00      3.19     0.00    59705     0.00     0.00  boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::vertex_descriptor CGAL::source<CGAL::Point_3<CGAL::Simple_cartesian<double> > >(boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::halfedge_descriptor, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > const&)
  0.00      3.19     0.00    59705     0.00     0.00  boost::graph_traits<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::edge_descriptor CGAL::add_edge<CGAL::Point_3<CGAL::Simple_cartesian<double> > >(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >&)
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::num_halfedges() const
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Halfedge_index>::size() const
  0.00      3.19     0.00    59705     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::edge(CGAL::SM_Halfedge_index) const
  0.00      3.19     0.00    59130     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::operator[](CGAL::SM_Face_index const&)
  0.00      3.19     0.00    56411     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&)
  0.00      3.19     0.00    56326     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::next_around_target(CGAL::SM_Halfedge_index) const
  0.00      3.19     0.00    55558     0.00     0.00  CGAL::CommonKernelFunctors::Compute_squared_length_3<CGAL::Simple_cartesian<double> >::operator()(CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&) const
  0.00      3.19     0.00    55558     0.00     0.00  CGAL::Cartesian_base_no_ref_count<double, CGAL::Simple_cartesian<double> >::compute_squared_length_3_object() const
  0.00      3.19     0.00    55558     0.00     0.00  CGAL::VectorC3<CGAL::Simple_cartesian<double> >::squared_length() const
  0.00      3.19     0.00    55558     0.00     0.00  CGAL::Vector_3<CGAL::Simple_cartesian<double> >::squared_length() const
  0.00      3.19     0.00    53789     0.00     0.00  bool boost::foreach_detail_::done<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >(boost::foreach_detail_::auto_any_base const&, boost::foreach_detail_::auto_any_base const&, boost::foreach_detail_::type2type<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >*)
  0.00      3.19     0.00    53789     0.00     0.00  bool boost::iterators::iterator_core_access::equal<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> const&, mpl_::bool_<true>)
  0.00      3.19     0.00    53789     0.00     0.00  boost::iterators::detail::enable_if_interoperable<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, boost::mpl::apply2<boost::iterators::detail::always_bool2, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >::type>::type boost::iterators::operator==<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long>(boost::iterators::iterator_facade<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long> const&, boost::iterators::iterator_facade<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long> const&)
  0.00      3.19     0.00    53789     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>::equal(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> const&) const
  0.00      3.19     0.00    53780     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>::increment()
  0.00      3.19     0.00    53780     0.00     0.00  CGAL::SM_Index<CGAL::SM_Vertex_index>::operator++()
  0.00      3.19     0.00    53780     0.00     0.00  void boost::foreach_detail_::next<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >(boost::foreach_detail_::auto_any_base const&, boost::foreach_detail_::type2type<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >*)
  0.00      3.19     0.00    53780     0.00     0.00  boost::foreach_detail_::foreach_reference<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >::type boost::foreach_detail_::deref<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >(boost::foreach_detail_::auto_any_base const&, boost::foreach_detail_::type2type<CGAL::Iterator_range<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >, mpl_::bool_<true> >*)
  0.00      3.19     0.00    53780     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>::reference boost::iterators::iterator_core_access::dereference<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> const&)
  0.00      3.19     0.00    53780     0.00     0.00  void boost::iterators::iterator_core_access::increment<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index> >(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>&)
  0.00      3.19     0.00    53780     0.00     0.00  boost::iterators::detail::iterator_facade_base<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long, false, false>::operator++()
  0.00      3.19     0.00    53780     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>::dereference() const
  0.00      3.19     0.00    53780     0.00     0.00  boost::iterators::detail::iterator_facade_base<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long, false, false>::derived() const
  0.00      3.19     0.00    53780     0.00     0.00  boost::iterators::detail::iterator_facade_base<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Index_iterator<CGAL::SM_Vertex_index>, CGAL::SM_Vertex_index, std::bidirectional_iterator_tag, CGAL::SM_Vertex_index&, long, false, false>::operator*() const
  0.00      3.19     0.00    53547     0.00     0.00  bool std::operator==<std::pair<int, int>*>(std::move_iterator<std::pair<int, int>*> const&, std::move_iterator<std::pair<int, int>*> const&)
  0.00      3.19     0.00    53547     0.00     0.00  bool std::operator!=<std::pair<int, int>*>(std::move_iterator<std::pair<int, int>*> const&, std::move_iterator<std::pair<int, int>*> const&)
  0.00      3.19     0.00    53377     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::push_back()
  0.00      3.19     0.00    53377     0.00     0.00  _ZN9__gnu_cxx13new_allocatorIN4CGAL8Vector_3INS1_16Simple_cartesianIdEEEEE9constructIS5_IRKS5_EEEvPT_DpOT0_
  0.00      3.19     0.00    53377     0.00     0.00  _ZNSt16allocator_traitsISaIN4CGAL8Vector_3INS0_16Simple_cartesianIdEEEEEE12_S_constructIS4_IRKS4_EEENSt9enable_ifIXsrSt6__and_IINS6_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS5_PSD_DpOSE_
  0.00      3.19     0.00    53377     0.00     0.00  _ZNSt16allocator_traitsISaIN4CGAL8Vector_3INS0_16Simple_cartesianIdEEEEEE9constructIS4_IRKS4_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS5_PT_DpOSA_
  0.00      3.19     0.00    53377     0.00     0.00  std::vector<CGAL::Vector_3<CGAL::Simple_cartesian<double> >, std::allocator<CGAL::Vector_3<CGAL::Simple_cartesian<double> > > >::push_back(CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&)
  0.00      3.19     0.00    52646     0.00     0.00  std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*)
  0.00      3.19     0.00    52362     0.00     0.00  std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*)
  0.00      3.19     0.00    52214     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long)
  0.00      3.19     0.00    51972     0.00     0.00  std::_Bit_iterator::_Bit_iterator()
  0.00      3.19     0.00    51951     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::new_allocator<CGAL::SM_Halfedge_index>::~new_allocator()
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> const*, std::vector<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> > > >::__normal_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*>(__gnu_cxx::__normal_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, __gnu_cxx::__enable_if<std::__are_same<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*>::__value, std::vector<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> > > >::__type> const&)
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::__normal_iterator<CGAL::SM_Vertex_index*, std::vector<CGAL::SM_Vertex_index, std::allocator<CGAL::SM_Vertex_index> > >::__normal_iterator(CGAL::SM_Vertex_index* const&)
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::vector<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> > > >::__normal_iterator(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>* const&)
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::new_allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> >::max_size() const
  0.00      3.19     0.00    51930     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::vector<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> > > >::base() const
  0.00      3.19     0.00    51930     0.00     0.00  std::move_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*>::base() const
  0.00      3.19     0.00    51930     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*>(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*)
  0.00      3.19     0.00    51930     0.00     0.00  std::_Vector_base<CGAL::SM_Halfedge_index, std::allocator<CGAL::SM_Halfedge_index> >::_M_get_Tp_allocator()
  0.00      3.19     0.00    51930     0.00     0.00  std::_Vector_base<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> > >::_M_deallocate(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, unsigned long)
  0.00      3.19     0.00    51930     0.00     0.00  std::move_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*> std::__make_move_if_noexcept_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::move_iterator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*> >(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*)
  0.00      3.19     0.00    51930     0.00     0.00  void std::_Destroy<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*>(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*)
  0.00      3.19     0.00    51930     0.00     0.00  void std::_Destroy<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> >(std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index>*, std::allocator<std::pair<CGAL::SM_Halfedge_index, CGAL::SM_Halfedge_index> >&)
  0.00      3.19     0.00    50808     0.00     0.00  std::_Vector_base<CGAL::Point_3<CGAL::Simple_cartesian<double> >, std::allocator<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >::_M_get_Tp_allocator()
  0.00      3.19     0.00    50412     0.00     0.00  void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&)
  0.00      3.19     0.00    50412     0.00     0.00  std::enable_if<std::__and_<std::allocator_traits<std::allocator<double> >::__construct_helper<double<double const&> >::type>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&)
  0.00      3.19     0.00    50412     0.00     0.00  decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&)
  0.00      3.19     0.00    50412     0.00     0.00  std::vector<double, std::allocator<double> >::push_back(double const&)
  0.00      3.19     0.00    50012     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::pair<int, int> const, std::vector<int, std::allocator<int> > > >::operator->() const
  0.00      3.19     0.00    49549     0.00     0.00  CGAL::VectorC3<CGAL::Simple_cartesian<double> >::VectorC3()
  0.00      3.19     0.00    49549     0.00     0.00  CGAL::Vector_3<CGAL::Simple_cartesian<double> >::Vector_3()
  0.00      3.19     0.00    49248     0.00     0.00  boost::tuples::cons<bool&, boost::tuples::null_type>::cons<bool>(bool&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&)
  0.00      3.19     0.00    49227     0.00     0.00  boost::tuples::detail::tie_mapper<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool, void, void, void, void, void, void, void, void>::type boost::tuples::tie<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool>(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&)
  0.00      3.19     0.00    49227     0.00     0.00  boost::tuples::cons<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, boost::tuples::cons<bool&, boost::tuples::null_type> >::cons<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const, boost::tuples::null_type const>(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&, boost::tuples::null_type const&)
  0.00      3.19     0.00    49227     0.00     0.00  boost::tuples::tuple<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type>::tuple(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&)
  0.00      3.19     0.00    49227     0.00     0.00  boost::tuples::tuple<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type>& boost::tuples::tuple<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&, bool&, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type, boost::tuples::null_type>::operator=<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool>(std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool> const&)
  0.00      3.19     0.00    49221     0.00     0.00  CGAL::Simple_cartesian<double>::FT CGAL::operator*<CGAL::Simple_cartesian<double> >(CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&)
  0.00      3.19     0.00    49221     0.00     0.00  CGAL::CartesianKernelFunctors::Compute_scalar_product_3<CGAL::Simple_cartesian<double> >::operator()(CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> > const&) const
  0.00      3.19     0.00    49221     0.00     0.00  CGAL::Cartesian_base_no_ref_count<double, CGAL::Simple_cartesian<double> >::compute_scalar_product_3_object() const
  0.00      3.19     0.00    49218     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::operator void (CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::*)() const() const
  0.00      3.19     0.00    49218     0.00     0.00  Mesh::getVertexNormal(CGAL::SM_Vertex_index const&) const
  0.00      3.19     0.00    49218     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > > Mesh::getVertexProperty<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >(std::string const&) const
  0.00      3.19     0.00    49218     0.00     0.00  Mesh::calculateFaceNormal(CGAL::SM_Face_index const&) const
  0.00      3.19     0.00    49218     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      3.19     0.00    49218     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.19     0.00    47473     0.00     0.00  CGAL::SM_Index<CGAL::SM_Vertex_index>::SM_Index(unsigned int)
  0.00      3.19     0.00    47467     0.00     0.00  CGAL::SM_Vertex_index::SM_Vertex_index(unsigned int)
  0.00      3.19     0.00    47449     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_vertex(CGAL::Point_3<CGAL::Simple_cartesian<double> > const&)
  0.00      3.19     0.00    47449     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_vertex()
  0.00      3.19     0.00    47449     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>::push_back()
  0.00      3.19     0.00    47449     0.00     0.00  CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::push_back()
  0.00      3.19     0.00    47449     0.00     0.00  _ZN9__gnu_cxx13new_allocatorIN4CGAL12Surface_meshINS1_7Point_3INS1_16Simple_cartesianIdEEEEE19Vertex_connectivityEE9constructIS8_IRKS8_EEEvPT_DpOT0_
  0.00      3.19     0.00    47449     0.00     0.00  _ZNSt16allocator_traitsISaIN4CGAL12Surface_meshINS0_7Point_3INS0_16Simple_cartesianIdEEEEE19Vertex_connectivityEEE12_S_constructIS7_IRKS7_EEENSt9enable_ifIXsrSt6__and_IINS9_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS8_PSG_DpOSH_
  0.00      3.19     0.00    47449     0.00     0.00  _ZNSt16allocator_traitsISaIN4CGAL12Surface_meshINS0_7Point_3INS0_16Simple_cartesianIdEEEEE19Vertex_connectivityEEE9constructIS7_IRKS7_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS8_PT_DpOSD_
  0.00      3.19     0.00    47449     0.00     0.00  std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity> >::push_back(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity const&)
  0.00      3.19     0.00    46925     0.00     0.00  CGAL::SM_Face_index::SM_Face_index(unsigned int)
  0.00      3.19     0.00    46893     0.00     0.00  OrientHelper::indexOf(std::vector<int, std::allocator<int> > const&, int const&) const
